k,tau,f(u),f(v),"q(u,v)",||x-y||
0.0,1.0,24.706186501968716,45.343040674406296,25.109361174453177,0.0
0.0,1.0,24.635631495184725,42.82365400066385,24.916721113221357,0.0
0.0,1.0,24.630642586576556,46.392002540287194,24.876631189065233,0.0
0.0,1.0,24.628341859108588,46.7698360623389,24.83954910887322,0.0
0.0,1.0,24.62800945043159,46.91968871709625,24.836084272425214,0.0
0.0,1.0,24.62807087743741,46.97459921725772,24.835698790929804,0.0
0.0,1.0,24.628123888316537,46.99346453576186,24.83565402606393,0.0
0.0,1.0,24.628148805480862,46.99984471121388,24.83564867497834,0.0
1.0,1.1,24.629567688855218,47.006614026282904,24.85632848960068,0.6442047337570228
1.0,1.1,24.62958749419286,47.0077286637019,24.856327867252922,0.6442047337570228
2.0,1.2100000000000002,24.6312681560035,47.01287309359506,24.87892000598285,0.6420710426000865
2.0,1.2100000000000002,24.631289735543533,47.013463470460266,24.878919465997612,0.6420710426000865
3.0,1.3310000000000004,24.633282802796202,47.01853651821054,24.903585341671697,0.6397697551412709
3.0,1.3310000000000004,24.633308744337,47.01912525086354,24.90358466985221,0.6397697551412709
4.0,1.4641000000000006,24.635669943603176,47.024257114680495,24.93049710609266,0.6372790647227474
4.0,1.4641000000000006,24.63570149231083,47.024907283723905,24.930496233728004,0.6372790647227474
5.0,1.6105100000000008,24.638494737242866,47.030062966594954,24.959839306234272,0.6345845490693849
5.0,1.6105100000000008,24.638532967087457,47.03078511795334,24.95983817161241,0.6345845490693849
6.0,1.771561000000001,24.641832020243896,47.03589845253461,24.991807379597905,0.6316727834875074
6.0,1.771561000000001,24.641878064748937,47.03669546524392,24.991805910268003,0.6316727834875074
7.0,1.9487171000000014,24.645767918026536,47.04168291213409,25.026608246216533,0.6285302637031841
7.0,1.9487171000000014,24.645823005131206,47.04255481946953,25.02660635388986,0.6285302637031841
8.0,2.1435888100000016,24.65040129206281,47.04731545393378,25.064460246144517,0.6251432902984377
8.0,2.1435888100000016,24.65046673874545,47.04825940637235,25.064457823592164,0.6251432902984377
